Krankenhaus,Adresse,n_Betten,url
Bützow,"Am Forsthof 3, 18246 Bützow",71,http://www.warnowklinik-buetzow.de
Sana-Krankenhaus Rügen GmbH,"Calandstr. 7/8, 18528 Bergen auf Rügen",206,https://www.sana-ruegen.de/home.html
DRK-Krankenhaus Mecklenburg-Strelitz gGmbH,"Penzliner Straße 56, 17235 Neustrelitz",164,http://www.drkmst.de
Sana HANSE-Klinikum Wismar GmbH,"Störtebekerstraße 6, 23966 Wismar",419,http://www.sana.de
Sana HANSE-Klinikum Wismar- TK Wis,"Dr.-Unruh-Straße 14, 23970 Wismar",40,http://www.sana.de
Sana HANSE-Klinikum Wismar- TK Gdb,"Erich-Weinert-Straße 14, 19205 Gadebusch",18,http://www.sana.de
Sana HANSE-Klinikum Wismar- TK Gvm,"Klützer Winkel 13-15, 23932 Grevesmühlen",17,http://www.sana.de
Helios Hanseklinikum Stralsund,"Große Parower Straße 47-53, 18435 Stralsund",467,http://www.helios-gesundheit.de/stralsund
HELIOS Hanseklinikum Stralsund,"Große Parower Straße 47-53, 18435 Stralsund",198,http://www.helios-gesundheit.de/stralsund
HELIOS Klinik für Kinder und Jugendpsychiatrie Psychotherapie und Psychosomatik Tagesklinik Greifswald,"Am Mühlentor 2, 17489 Greifswald",13,http://www.helios-gesundheit.de/stralsund
HELIOS Tagesklinik und Institutsambulanz für Psychiatrie und Psychotherapie Grimmen,"Karlstraße 5, 18507 Grimmen",15,http://www.helios-gesundheit.de/stralsund
HELIOS Psychiatrische Tagesklinik und Institutsambulanz Ribnitz-Damgarten,"Alte Klosterstraße 19, 18311 Ribnitz-Damgarten",17,http://www.helios-gesundheit.de/stralsund
HELIOS Tagesklinik für Psychiatrie und Psychotherapie in der Innenstadt von Stralsund,"Knieperdamm 4, 18435 Stralsund",23,http://www.helios-gesundheit.de/stralsund
HELIOS Psychiatrische Tagesklinik und Institutsambulanz in Bergen,"Bahnhofstraße 15, 18528 Bergen",22,http://www.helios-gesundheit.de/stralsund
MediClin Krankenhaus am Crivitzer See,"Amtsstraße 1, 19089 Crivitz",74,http://www.krankenhaus-am-crivitzer-see.de
DRK-Krankenhaus Grevesmühlen gGmbH,"Klützer Straße 13-15, 23936 Grevesmühlen",122,http://www.drk-kh-gvm.de
Universitätsmedizin Rostock - Teilkörperschaft der Universität Rostock,"Schillingallee 35, 18057 Rostock",1.043,http://www.med.uni-rostock.de/
"Tagesklinik für Onkologie, Kinderonkologie, Dermatologie, Neurologie, HNO","Ernst-Heydemann-Str. 6, 18057 Rostock",43,https://www.med.uni-rostock.de
Tagesklinik Psychosomatische Medizin und Psychotherapie,"Goethestr. 18, 18055 Rostock",25,http://www.med.uni-rostock.de
"Tagesklinik Kinder- und Jugendpsychiatrie, Tagesklinik Psychiatrie","Neue Reihe 48, 18209 Bad Doberan",38,http://www.med.uni-rostock.de
"Tagesklinik Psychiatrie, Tagesklinik Kinder- und Jugendpsychiatrie","Gehlsheimer Straße  20, 18147 Rostock",14,http://www.med.uni-rostock.de
Kreiskrankenhaus Wolgast gGmbH,"Chausseestraße 46, 17438 Wolgast",155,http://www.kreiskrankenhaus-wolgast.de/
KLINIKUM KARLSBURG der Klinikgruppe Dr. Guth GmbH &amp; Co. KG,"Greifswalder Straße 11, 17495 Karlsburg",236,http://www.klinikum-karlsburg.de/
Klinik Amsee GmbH,"Amsee 6, 17192 Waren (Müritz)",50,http://www.pgdiakonie.de/klinik-amsee/
MediClin Krankenhaus Plau am See,"Quetziner Straße 88, 19395 Plau am See",192,http://www.krankenhaus-plau.de
AKG Klinik Parchim GmbH,"John-Brinckman-Straße 8-10, 19370 Parchim",135,http://www.asklepios.com/parchim
Krankenhaus Bad Doberan GmbH,"Am Waldrand 1, 18209 Hohenfelde",134,http://www.krankenhaus-doberan.de
BDH-Klinik Greifswald gGmbH,"Karl-Liebknecht-Ring 26a, 17491 Greifswald",66,http://www.bdh-klinik-greifswald.de
Asklepios Klinik Pasewalk,"Prenzlauer Chaussee 30, 17309 Pasewalk",222,http://www.asklepios.com/pasewalk
"Helios Klinik Leezen GmbH: Akutbereich, enthalten sind nur die Daten der Patientinnen/Patienten der besonderen Einrichtung, ohne Patientinnen/Patienten aus dem Reha-Bereich","Wittgensteiner Platz  1, 19067 Leezen",180,https://www.helios-gesundheit.de/kliniken/leezen/
AMEOS Klinikum Ueckermünde,"Ravensteinstraße 23, 17373 Ueckermünde",217,http://www.ameos.eu
AMEOS Klinikum Anklam,"Hospitalstraße 19, 17389 Anklam",101,http://www.ameos.eu
AMEOS Tagesklinik für Psychiatrie und Psychotherapie,"Torgelower Straße 14, 17309 Pasewalk",14,http://www.ameos.eu
Evangelisches Krankenhaus Bethanien Greifswald,"Gützkower Landstrasse 69, 17489 Greifswald",194,http://www.odebrecht-stiftung.de
"Evangelisches Krankenhaus Bethanien gGmbH, TK Gfw","Gützkower Landstrasse 69, 17489 Greifswald",61,http://www.odebrecht-stiftung.de
"Evangelisches Krankenhaus Bethanien gGmbH, TK Demmin","Treptower Strasse 39, 17109 Demmin",23,http://www.odebrecht-stiftung.de
"Evangelisches Krankenhaus Bethanien gGmbH, TK Wolgast","Breite Strasse 21d, 17438 Wolgast",22,http://www.odebrecht-stiftung.de
Fachklinik Waldeck,"Dr.-Friedrich-Dittmann-Weg 1, 18258 Schwaan-Waldeck",56,http://www.fachklinik-waldeck.de
Short Care Klinik GmbH,"Pappelallee 1, 17489 Greifswald",11,http://www.short-care-klinik.de
Tagesklinik Gerontopsychiatrie,"Carl-Hopp-Straße 19a, 18069 Rostock ",20,http://www.ggp-gruppe.de
"Uhlenhaus Tagesklinik für Psychiatrie, Psychotherapie und Alterspsychiatrie","Rotdornweg 10, 18439 Stralsund",39,http://www.uhlenhaus.de/tagesklinik/tagesklink-andershof/
Uhlenhaus Tagesklinik für Psychosomatische Medizin und Psychotherapie,"Rotdornweg  8, 18439 Stralsund",18,http://www.uhlenhaus.de/tagesklinik/tagesklink-andershof/
Uhlenhaus Tagesklinik für Psychosomatische Medizin und Psychotherapie am DRK-Krankenhaus Grimmen,"Dorfstraße 39, 18516 Süderholz / Ortsteil Bartmannshagen",8,http://www.uhlenhaus.de/tagesklinik/tagesklink-bartmannshagen/
Tagesklinik der GGP Fachbereich Psychiatrie und Psychotherapie,"Clara-Zetkin-Straße 16, 18069 Rostock",25,http://www.ggp-gruppe.de
Tagesklinik der GGP Fachbereich Psychiatrie und Psychotherapie,"Trelleborgerstrasse 10 A , 18107 Rostock",24,http://www.ggp-gruppe.de
Tagesklink der GGP Fachbereich Psychiatrie und Psychotherapie,"Hannes Meyer Platz  27, 18146 Rostock",24,http://www.ggp-gruppe.de
"Tagesklink der GGP Fachbereich Kinder-und Jugendpsychiatrie,-psychotherapie und Psychosomatik 7-18 Jahre","Dierkower Höhe 14, 18146 Rostock",35,http://www.ggp-gruppe.de
"Tagesklink der GGP Fachbereich Kinder-und Jugendpsychiatrie, -psychotherapie und Psychotherapie 0-7Jahre","Kuphalstrasse 80, 18069 Rostock",12,http://www.ggp-gruppe.de
KMG Klinik Boizenburg GmbH,"Vor dem Mühlentor 3, 19258 Boizenburg",54,http://www.kmg-kliniken.de/
Dietrich-Bonhoeffer-Klinikum Standort Neubrandenburg,"Salvador-Allende-Straße 30, 17036 Neubrandenburg",865,http://www.dbknb.de
Dietrich-Bonhoeffer-Klinikum Standort Altentreptow,"Am Klosterberg 1 a, 17087 Altentreptow",80,http://www.dbknb.de
Dietrich-Bonhoeffer-Klinikum Standort Malchin,"Basedower Straße 33, 17139 Malchin",100,http://www.dbknb.de
Dietrich-Bonhoeffer-Klinikum Standort Neustrelitz,"Radelandweg 15/16, 17235 Neustrelitz",20,http://www.dbknb.de
Malteser Krankenhaus St. Johannes,"Nebelschützer Straße 40, 01917 Kamenz",160,http://www.malteser-krankenhaus-stjohannes.de
Krankenhaus St. Joseph-Stift Dresden GmbH,"Wintergartenstraße 15/17, 01307 Dresden",250,http://www.josephstift-dresden.de
Diakonissenkrankenhaus Dresden,"Holzhofgasse 29, 01099 Dresden",220,http://www.diakonissenkrankenhaus-dresden.de
Krankenhaus Emmaus Niesky,"Plittstraße 24, 02906 Niesky",100,http://www.krankenhaus-niesky.de
Pleißental-Klinik GmbH,"Ronneburger Straße 106, 08412 Werdau",240,http://www.pleissental-klinik.de
Rudolf Virchow Klinikum Glauchau,"Virchowstraße 18, 08371 Glauchau",320,http://www.klinikum-glauchau.de/
Paracelsus Klinik - Reichenbach,"Plauensche Straße 37, 08468 Reichenbach",180,https://www.paracelsus-kliniken.de/reichenbach.html
Zeisigwaldkliniken Bethanien Chemnitz,"Zeisigwaldstraße 101, 09130 Chemnitz",300,http://www.bethanien-chemnitz.de/
Haus Olbernhau,"Krankenhausstraße 1, 09526 Olbernhau",90,http://www.kkh-mek.de
DIAKOMED-Diakoniekrankenhaus Chemnitzer Land gGmbH,"Limbacher Straße 19b, 09232 Hartmannsdorf",210,http://www.diakomed.de
"Heinrich-Braun-Klinikum gemeinnützige GmbH, Standort Zwickau","Karl-Keil-Straße 35, 08060 Zwickau",825,http://www.heinrich-braun-klinikum.de
"Heinrich-Braun-Klinikum gemeinnützige GmbH, Standort Kirchberg","Schneeberger Straße 36, 08107 Kirchberg",105,http://www.heinrich-braun-klinikum.de/
Klinikum Obergöltzsch Rodewisch,"Stiftstraße 10, 08228 Rodewisch",290,http://www.klinikum-obergoeltzsch.de
Kreiskrankenhaus Stollberg gGmbH,"Jahnsdorfer Straße 7, 09366 Stollberg",215,http://www.kkh-stollberg.de
Deutsches Rotes Kreuz Krankenhaus Lichtenstein Gemeinnützige GmbH,"Hartensteiner Straße 42, 09350 Lichtenstein",155,http://li.drk-khs.de/
Sächsisches Krankenhaus Rodewisch,"Bahnhofstraße 1, 08228 Rodewisch",307,http://www.skh-rodewisch.de
COLLM KLINIK OSCHATZ GmbH,"Parkstraße 1, 04758 Oschatz",190,http://www.collm-klinik-oschatz.de
HELIOS Klinik Leisnig,"Colditzer Straße 48, 04703 Leisnig",175,https://www.helios-gesundheit.de/kliniken/leisnig/
Klinikum St. Georg gGmbH,"Delitzscher Straße 141, 04129 Leipzig",1.066,https://www.sanktgeorg.de/home.html
"Muldentalkliniken GmbH, Gemeinnützige Gesellschaft Standort Grimma","Kleiststraße 5, 04668 Grimma",177,http://www.kh-muldental.de/
"Muldentalkliniken GmbH, Gemeinnützige Gesellschaft Standort Wurzen","Kutusowstraße 70, 04808 Wurzen",178,http://www.kh-muldental.de/
Fachkrankenhaus Hubertusburg gGmbH,"Hubertusburg Gebäude 63, 04779 Wermsdorf",192,http://www.fkh-hubertusburg.de
MediClin Waldkrankenhaus Bad Düben,"Gustav-Adolf-Straße 15 a, 04849 Bad Düben",125,http://www.waldkrankenhaus-bad-dueben.de
Kreiskrankenhaus Weißwasser gGmbH,"Karl-Liebknecht-Str. 1, 02943 Weißwasser",180,http://www.kreiskrankenhaus-weisswasser.de/
Lausitzer Seenland Klinikum GmbH,"Maria-Grollmuß-Straße 10, 02977 Hoyerswerda",440,http://www.seenlandklinikum.de
"ELBLANDKLINIKEN Stiftung &amp;amp; Co. KG, ELBLANDKLINIKUM Riesa","Weinbergstraße 8, 01589 Riesa",330,http://www.elblandkliniken.de
Oberlausitz-Kliniken gGmbH / Krankenhaus Bischofswerda,"Kamenzer Straße 55, 01877 Bischofswerda",150,http://www.oberlausitz-kliniken.de/
Klinikum Oberlausitzer Bergland gemeinnützige GmbH,"Görlitzer Straße 8, 02763 Zittau",511,http://www.k-ob.de
Klinikum Oberlausitzer Bergland gemeinnützige GmbH,"Röntgenstraße 23, 02730 Ebersbach-Neugersdorf",511,http://www.k-ob.de
Malteser Krankenhaus St. Carolus,"Carolusstraße 212, 02827 Görlitz",120,http://malteser-krankenhaus-stcarolus.de
EKA Erzgebirgsklinikum Annaberg gGmbH,"Chemnitzer Straße 15, 09456 Annaberg-Buchholz",375,http://www.erzgebirgsklinikum.de/
Haus Zschopau,"Alte Marienberger Str. 52, 09405 Zschopau",320,http://www.kkh-mek.de
Paracelsus Klinik Zwickau,"Werdauer Straße 68, 08060 Zwickau",180,http://www.paracelsus-kliniken.de
Helios Park-Klinikum Leipzig,"Strümpellstraße 41, 04289 Leipzig",796,https://www.helios-gesundheit.de/kliniken/leipzig-park-klinikum/
"ELBLANDKLINIKEN Stiftung &amp;amp; Co. KG, ELBLANDKLINIKUM Radebeul","Heinrich-Zille-Straße 13, 01445 Radebeul",345,http://www.elblandkliniken.de
Sächsisches Krankenhaus Arnsdorf,"Hufelandstraße 15, 01477 Arnsdorf",360,http://www.skh-arnsdorf.sachsen.de
Helios Klinikum Pirna,"Struppener Straße 13, 01796 Pirna",390,http://www.helios-gesundheit.de/pirna
SKH,"Dr.-Max-Krell-Park 41, 02708 Großschweidnitz",422,https://www.skh-grossschweidnitz.sachsen.de
Städtisches Klinikum Dresden - Standort Friedrichstadt,"Friedrichstraße 41, 01067 Dresden",943,http://www.klinikum-dresden.de
Städtisches Klinikum Dresden - Standort Neustadt,"Industriestrasse 40, 01129 Dresden",358,http://www.klinikum-dresden.de
Städtisches Klinikum Dresden - Standort Weißer Hirsch,"Heinrich-Cotta-Straße 12, 01342 Dresden",172,https://www.klinikum-dresden.de/
Orthopädisches Zentrum Martin-Ulbrich-Haus Rothenburg gGmbH,"Horkaer Straße 15-21, 02929 Rothenburg",90,http://www.klinik-rothenburg.de
Kreiskrankenhaus Freiberg,"Donatsring 20, 09599 Freiberg",335,https://www.kkh-freiberg.com/
Kreiskrankenhaus Freiberg - Standort Mittweida,"Hainichener Straße 4-6, 09648 Mittweida",15,http://www.lmkgmbh.de/LMK/fachbereiche/kinder-und-jugendmedizin
Sächsisches Krankenhaus Altscherbitz,"Leipziger Straße 59, 04435 Schkeuditz",326,https://www.skh-altscherbitz.sachsen.de/startseite/
"Helios Weißeritztal Kliniken, Klinikum Freital","Bürgerstraße 7, 01705 Freital",280,http://www.helios-gesundheit.de/weisseritztal
"Helios Weißeritztal-Kliniken, Klinik Dippoldiswalde","Rabenauer Str. 9, 01744 Dippoldiswalde",60,https://www.helios-gesundheit.de/kliniken/weisseritztal/
"Universitätsklinikum Carl Gustav Carus Dresden an der Technischen Universität Dresden, Anstalt des öffentlichen Rechts des Freistaates Sachsen","Fetscherstraße 74, 01307 Dresden",1.410,http://www.uniklinikum-dresden.de/
Oberlausitz-Kliniken gGmbH / Krankenhaus Bautzen,"Am Stadtwall 3, 02625 Bautzen",415,http://www.oberlausitz-kliniken.de/
Universitätsklinikum Leipzig Anstalt öffentlichen Rechts,"Liebigstraße 18, 04103 Leipzig",1.345,http://www.uniklinik-leipzig.de
Sana Kliniken Leipziger Land GmbH - Klinikum Borna,"Rudolf-Virchow-Straße 2, 04552 Borna",422,https://www.kliniken-leipziger-land.de/home.html
Sana Kliniken Leipziger Land GmbH - Klinik Zwenkau,"Pestalozzistraße 9, 04442 Zwenkau",58,https://www.kliniken-leipziger-land.de/home.html
St.-Marien-Krankenhaus Dresden,"Selliner Straße 29, 01109 Dresden",210,http://www.mkh-dresden.de
Fachkrankenhaus für Psychiatrie und Psychotherapie Bethanien Hochweitzschen,"Haus A7, 04720 Großweitzschen OT Hochweitzschen",121,https://www.bethanien-hochweitzschen.de/
Tagesklinik Döbeln Fachkrankenhaus für Psychiatrie und Psychotherapie Bethanien Hochweitzschen,"Postfach 2353, 04713 Döbeln",22,https://www.bethanien-hochweitzschen.de/kliniken-bereiche/tageskliniken/doebeln
Tagesklinik Freiberg Fachkrankenhaus für Psychiatrie und Psychotherapie Bethanien Hochweitzschen,"Scheunenstraße 13, 09599 Freiberg",25,https://www.bethanien-hochweitzschen.de/kliniken-bereiche/tageskliniken/freiberg
St. Elisabeth-Krankenhaus Leipzig,"Biedermannstraße 84, 04277 Leipzig",374,http://www.ek-leipzig.de
Städtisches Klinikum Görlitz gGmbH,"Girbigsdorfer Straße 1-3, 02828 Görlitz",550,http://www.klinikum-goerlitz.de/
Ev. Diakonissenkrankenhaus Leipzig gGmbH,"Gerorg-Schwarz Straße 49, 04177 Leipzig",250,http://www.diako-leipzig.de/
Paracelsus-Klinik Adorf/Schöneck -Standort Schöneck-,"Albertplatz 1, 08261 Schöneck",275,http://www.paracelsus-kliniken.de/schoeneck
Paracelsus-Klinik Adorf/Schöneck -Standort Adorf -,"Sorger Straße 51, 08626 Adorf",275,http://www.paracelsus-kliniken.de/adorf
"VAMED Klinik Schloss Pulsnitz GmbH: Krankenhausbereich, enthalten sind nur die Daten der Patientinnen/Patienten der Besonderen Einrichtung, ohne Patientinnen/Patienten aus dem Reha-Bereich","Wittgensteiner Straße  1, 01896 Pulsnitz",100,https://www.vamed-gesundheit.de/reha/schloss-pulsnitz/
Krankenhaus Bethanien Plauen,"Dobenaustraße 130, 08523 Plauen",50,https://www.bethanien-plauen.de/
Asklepios Fachklinikum Wiesen,"Kirchberger Straße 2, 08134 Wildenfels",166,http://www.asklepios.com/wiesen
Helios Klinikum Aue,"Gartenstraße  6, 08280 Aue",580,http://www.helios-kliniken.de/klinik/aue
Herzzentrum Leipzig GmbH,"Strümpellstraße 39, 04289 Leipzig",450,https://www.helios-gesundheit.de/kliniken/leipzig-herzzentrum/
Klinikum Chemnitz gGmbH,"Flemmingstraße 2, 09116 Chemnitz",1.785,http://www.klinikumchemnitz.de
Kliniken Erlabrunn gGmbH,"Am Märzenberg 1 A, 08359 Breitenbrunn",340,http://www.erlabrunn.de
KH Mittweida,"Hainichener Straße 4-6, 09648 Mittweida",210,http://www.lmkgmbh.de
Deutsches Rotes Kreuz Krankenhaus Chemnitz-Rabenstein,"Unritzstraße 23, 09117 Chemnitz",237,http://rab.drk-khs.de/
Helios Vogtland-Klinikum Plauen,"Röntgenstraße 2, 08529 Plauen",653,https://www.helios-gesundheit.de/plauen
Klinik am Tharandter Wald,"Herzogswalder Straße 1, 09633 Halsbrücke OT Hetzdorf",40,http://www.reha-hetzdorf.de
Asklepios Orthopädische Klinik Hohwald,"Hohwaldstraße 40, 01844 Neustadt",105,http://www.hohwaldklinik.de
Fachkrankenhaus Coswig,"Neucoswiger Str. 21, 01640 Coswig",171,http://www.fachkrankenhaus-coswig.de
Sächsische Schweiz Klinik Sebnitz,"Dr. - Steudner - Straße 75b, 01855 Sebnitz",160,http://www.asklepios.com/sebnitz
Asklepios-ASB Klinik Radeberg,"Pulsnitzer Straße 60, 01454 Radeberg",145,http://www.asklepios.com/radeberg
"ELBLANDKLINIKEN Stiftung &amp;amp; Co. KG, ELBLANDKLINIKUM Meißen","Nassauweg 7, 01662 Meißen",355,http://www.elblandkliniken.de
"Kleinwachau Sächsisches Epilepsiezentrum Radeberg gGmbH, Fachkrankenhaus für Neurologie","Wachauer Str. 30, 01454 Radeberg",53,http://www.kleinwachau.de
Herzzentrum Dresden GmbH,"Fetscherstr. 76, 01307 Dresden",194,http://www.herzzentrum-dresden.com
Kreiskrankenhaus Johann Kentmann gGmbH,"Christianistr. 1, 04860 Torgau",230,http://www.kkh-torgau.de/
HELIOS Klinik Schkeuditz GmbH,"Leipziger Straße  45, 04435 Schkeuditz",150,http://www.helios-kliniken.de/klinik/schkeuditz.html
"Diakonie Kliniken Zschadraß - Fachkrankenhaus für Psychiatrie, Psychotherapie und Neurologie","Im Park 15a, 04680 Colditz",210,http://www.diakoniezschadrass.de
Klinikum Döbeln,"Sörmitzer Straße 10, 04720 Döbeln",210,http://www.klinikum-doebeln.de
Neurologisches Rehabilitationszentrum,"Muldentalweg 1, 04828 Bennewitz",60,http://www.nrz-leipzig.de
Neurologisches Fachkrankenhaus Zscheckwitz,"Ortsteil Zscheckwitz 1-3, 01731 Kreischa",15,http://zscheckwitz.klinik-bavaria.de
Fachkrankenhaus Kreischa Neurologie,"An der Wolfsschlucht  1-2, 01731 Kreischa",150,http://www.klinik-bavaria.de
Fachkrankenhaus für Geriatrie,"Hospitalstraße 34, 01471 Radeburg",30,http://www.fachkliniken-radeburg.de
ELBLAND Rehabilitationsklinik Großenhain,"Am Bobersberg  4, 01558 Großenhain",30,http://www.elbland-reha.de
Kreiskrankenhaus Delitzsch GmbH - Standort Delitzsch,"Dübener Straße 3-9, 04509 Delitzsch",135,http://www.Klinik-delitzsch.de/
Kreiskrankenhaus Delitzsch GmbH - Standort Eilenburg,"Wilhelm-Grune-Straße 5-8, 04834 Eilenburg",135,http://www.Klinik-delitzsch.de/
Johanniter-Krankenhaus Stendal,"Wendstraße 31, 39576 Stendal",393,http://johanniter.de/einrichtungen/krankenhaus/genthin-stendal/
Diakonie-Krankenhaus Elbingerode,"Brockenstraße 1, 38875 Elbingrode",100,http://www.diako-harz.de
KMG Klinikum Havelberg GmbH,"Domherrnstr. 10, 39539 Havelberg",80,http://www.kmg-kliniken.de
HELIOS Bördeklinik,"Kreiskrankenhaus 4, 39387 Oschersleben / OT Neindorf",184,http://www.helios-kliniken.de/klinik/neindorf.html
Lungenklinik Lostau,"Lindenstraße 2, 39291 Lostau",167,http://www.lungenklinik-lostau.de
AWO Fachkrankenhaus Jerichow,"Johannes-Lange-Straße 20, 39319 Jerichow",185,http://www.awo-sachsenanhalt.de
AWO Krankenhaus Calbe,"Hospitalstr. 5, 39240 Calbe/Saale",108,http://www.awo-sachsenanhalt.de
HELIOS Klinik Zerbst/Anhalt,"Friedrich-Naumann-Straße 53, 39261 Zerbst",160,https://www.helios-gesundheit.de/kliniken/zerbst/
Gesundheitszentrum Bitterfeld/Wolfen gGmbH,"Friedrich-Ludwig-Jahn-Str- 2, 06749 Bitterfeld-Wolfen",407,http://www.gzbiwo.de
Gesundheitszentrum Bitterfeld/Wolfen gGmbH,"Robert-Koch-Str. 4, 06776 Bitterfeld-Wolfen OT Wolfen",2,http://www.gzbiwo.de
Klinik des Westens,"Bertha-von-Suttner-Straße 5/7, 39108 Magdeburg",10,http://www.kdw-md.de
Universitätsklinikum Magdeburg A. ö. R.,"Leipziger Straße 44, 39120 Magdeburg",1.090,http://www.med.uni-magdeburg.de/
Altmark Klinikum Gardelegen,"Ernst-von-Bergmann-Straße 22, 39638 Gardelegen",218,https://www.altmark-klinikum.de/seiteninfos/startseite/
Altmark Klinikum Salzwedel,"Brunnenstraße 1, 29410 Salzwedel",212,https://www.altmark-klinikum.de/seiteninfos/startseite/
Diakoniekrankenhaus Halle gGmbH,"Mühlweg 7, 06114 Halle",199,https://www.diakoniekrankenhaus-halle.de/
AMEOS Klinikum Aschersleben-Staßfurt GmbH,"Eislebener Straße 7a, 06449 Aschersleben",250,http://www.ameos.eu
AMEOS Klinikum Staßfurt,"Bodestr. 11, 39418 Staßfurt",90,http://www.ameos.eu
Klinik Bosse Wittenberg,"Hans-Lufft-Straße 5, 06886 Lutherstadt Wittenberg",160,http://www.alexianer-sachsen-anhalt.de/
Klinikum Burgenlandkreis GmbH / Saale-Unstrut-Klinikum Naumburg,"Humboldtstraße 31, 06618 Naumburg",458,http://www.klinikum-burgenlandkreis.de
Klinikum Burgenlandkreis GmbH / Georgius-Agricola-Klinikum Zeitz,"Lindenallee 1, 06712 Zeitz",293,http://www.klinikum-burgenlandkreis.de
Klinikum in den Pfeifferschen Stiftungen,"Pfeifferstraße 10, 39114 Magdeburg",270,https://www.klinikum-pfeiffer.de/
AMEOS Klinikum Bernburg,"Kustrenaer Straße 98, 06406 Bernburg",245,http://www.ameos.eu/bernburg
Carl-von-Basedow-Klinikum Saalekreis gGmbH,"Weiße Mauer  52, 06217 Merseburg",725,http://klinikum-saalekreis.de
Carl-von-Basedow-Klinikum Saalekreis gGmbH,"Vor dem Nebraer Tor 11, 06268 Querfurt",725,http://klinikum-saalekreis.de
Carl-von-Basedow-Klinikum Saalekreis gGmbH,"Humboldtstraße 31, 06618 Naumburg",724,http://klinikum-saalekreis.de
Lungenklinik Ballenstedt/Harz GmbH,"Robert-Koch-Str. 26/27, 06493 Ballenstedt",99,http://www.lungenklinik-ballenstedt.de
AMEOS Klinikum Schönebeck,"Köthener Str. 13, 39218 Schönebeck",245,http://www.ameos.eu/klinikum-schoenebeck.html
BG Klinikum Bergmannstrost Halle,"Merseburger Straße 165, 06112 Halle (Saale)",580,http://www.bergmannstrost.de/
Helios Klinik Köthen GmbH,"Hallesche Straße 29, 06366 Köthen (Anhalt)",248,http://www.helios-gesundheit.de/koethen
KLINIKUM MAGDEBURG gemeinnützige GmbH,"Birkenallee 34, 39130 Magdeburg",791,http://www.klinikum-magdeburg.de
Paul Gerhardt Diakonie Krankenhaus und Pflege GmbH,"Paul-Gerhardt-Straße 42-45, 06886 Lutherstadt Wittenberg",306,https://www.pgdiakonie.de/evangelisches-krankenhaus-paul-gerhardt-stift/
Krankenhaus St. Elisabeth und St. Barbara Halle (Saale) GmbH,"Mauerstraße 5, 06110 Halle (Saale)",631,https://www.krankenhaus-halle-saale.de/startseite/
St. Joseph-Krankenhaus Dessau,"Auenweg 36, 06847 Dessau-Roßlau",152,http://www.alexianer-sachsen-anhalt.de
Universitätsklinikum Halle (Saale),"Ernst-Grube-Straße 40, 06120 Halle (Saale)",982,http://www.medizin.uni-halle.de
HELIOS Klinik Jerichower Land,"August-Bebel-Straße 55a, 39288 Burg",241,https://www.helios-gesundheit.de/kliniken/burg
AWO Psychiatriezentrum Halle GmbH,"Zscherbener Str. 11, 06124 Halle (Saale)",100,http://www.awo-sachsenanhalt.de/angebote/patienten-und-gesundheit/einrichtungen/awo-psychiatriezentrum-halle.html
Städtisches Klinikum Dessau,"Auenweg 38, 06847 Dessau-Roßlau",710,http://www.klinikum-dessau.de/
Krankenhaus Martha-Maria Halle-Dölau,"Röntgenstraße  1, 06120 Halle (Saale)",510,http://www.martha-maria.de/krankenhaus-halle.php
Helios Klinik Lutherstadt Eisleben,"Hohetorstraße 25, 06295 Lutherstadt Eisleben",247,http://www.helios-gesundheit.de/klinik/lutherstadt-eisleben.html
Helios Klinik Hettstedt,"Robert-Koch-Straße 8, 06333 Hettstedt",272,http://www.helios-gesundheit.de/klinik/hettstedt.html
HELIOS Klinik Sangerhausen,"Am Beinschuh 2a, 06526 Sangerhausen",268,http://www.helios-kliniken.de/klinik/sangerhausen.html
Waldklinik Bernburg,"Kesslerstrasse 08, 06406 Bernburg",57,http://www.waldklinik-bernburg.de
"Harzklinikum Dorothea Christiane Erxleben, Standort Quedlinburg","Ditfurter Weg 24, 06484 Quedlinburg",394,http://www.harzklinikum.com
"Harzklinikum Dorothea Christiane Erxleben, Standort Wernigerode","Ilsenburger Straße 15, 38855 Wernigerode",349,http://www.harzklinikum.com
"Harzklinikum Dorothea Christiane Erxleben, Standort Ballenstedt","An den Lohden 4, 06493 Ballenstedt",80,http://www.harzklinikum.com
"Harzklinikum Dorothea Christiane Erxleben GmbH, Standort Blankenburg","Thiestraße 7 - 10, 38889 Blankenburg",154,http://www.harzklinikum.com
"Harzklinikum Dorothea Christiane Erxleben, Standort Tagesklinik Psychiatrie Quedlinburg","Ditfurter Weg 22, 06484 Quedlinburg",20,http://www.harzklinikum.com
"Harzklinikum Dorothea Christiane Erxleben GmbH, Standort Tagesklinik Psychiatrie Blankenburg","Roh 4, 38889 Blankenburg",25,http://www.harzklinikum.com
"Harzklinikum Dorothea Christiane Erxleben GmbH, Standort Kinderklinik Wernigerode","Steinbergstraße 1, 38855 Wernigerode",32,http://www.harzklinikum.com
AMEOS Klinikum Haldensleben,"Kiefhozstraße 27, 39340 Haldensleben",219,http://ameos.eu
"Salus gGmbH, Fachklinikum Bernburg","Olga-Benario Straße 16-18, 06406 Bernburg",277,http://www.salus-lsa.de
Fachklinikum Bernburg Tagesklinik Dessau,"Schillerstraße 39a, 06844 Dessau-Roßlau",12,https://www.salus-lsa.de
