Krankenhaus,Adresse,n_Betten,url,address,lat,lng
Tagesklink der GGP Fachbereich Psychiatrie und Psychotherapie,"Hannes Meyer Platz  27, 18146 Rostock",24.0,http://www.ggp-gruppe.de,"Hannes Meyer Platz  27, 18146 Rostock",54.1044696,12.167787
"Tagesklink der GGP Fachbereich Kinder-und Jugendpsychiatrie,-psychotherapie und Psychosomatik 7-18 Jahre","Dierkower Höhe 14, 18146 Rostock",35.0,http://www.ggp-gruppe.de,"Dierkower Höhe 14, 18146 Rostock",54.10092,12.15667
"Tagesklink der GGP Fachbereich Kinder-und Jugendpsychiatrie, -psychotherapie und Psychotherapie 0-7Jahre","Kuphalstrasse 80, 18069 Rostock",12.0,http://www.ggp-gruppe.de,"Kuphalstrasse 80, 18069 Rostock",54.0966366,12.0901983
KMG Klinik Boizenburg GmbH,"Vor dem Mühlentor 3, 19258 Boizenburg",54.0,http://www.kmg-kliniken.de/,"Vor dem Mühlentor 3, 19258 Boizenburg",53.377247,10.717952
Dietrich-Bonhoeffer-Klinikum Standort Neubrandenburg,"Salvador-Allende-Straße 30, 17036 Neubrandenburg",865.0,http://www.dbknb.de,"Salvador-Allende-Straße 30, 17036 Neubrandenburg",53.5446602,13.2963632
Dietrich-Bonhoeffer-Klinikum Standort Altentreptow,"Am Klosterberg 1 a, 17087 Altentreptow",80.0,http://www.dbknb.de,"Am Klosterberg 1 a, 17087 Altentreptow",53.69609,13.25124
Dietrich-Bonhoeffer-Klinikum Standort Malchin,"Basedower Straße 33, 17139 Malchin",100.0,http://www.dbknb.de,"Basedower Straße 33, 17139 Malchin",53.7368057,12.7554971
Dietrich-Bonhoeffer-Klinikum Standort Neustrelitz,"Radelandweg 15/16, 17235 Neustrelitz",20.0,http://www.dbknb.de,"Radelandweg 15/16, 17235 Neustrelitz",53.35327,13.0746199
Malteser Krankenhaus St. Johannes,"Nebelschützer Straße 40, 01917 Kamenz",160.0,http://www.malteser-krankenhaus-stjohannes.de,"Nebelschützer Straße 40, 01917 Kamenz",51.2641237,14.1230214
Krankenhaus St. Joseph-Stift Dresden GmbH,"Wintergartenstraße 15/17, 01307 Dresden",250.0,http://www.josephstift-dresden.de,"Wintergartenstraße 15/17, 01307 Dresden",51.04739,13.762
Diakonissenkrankenhaus Dresden,"Holzhofgasse 29, 01099 Dresden",220.0,http://www.diakonissenkrankenhaus-dresden.de,"Holzhofgasse 29, 01099 Dresden",51.0629293,13.7612715
Krankenhaus Emmaus Niesky,"Plittstraße 24, 02906 Niesky",100.0,http://www.krankenhaus-niesky.de,"Plittstraße 24, 02906 Niesky",51.2943813,14.816862
Pleißental-Klinik GmbH,"Ronneburger Straße 106, 08412 Werdau",240.0,http://www.pleissental-klinik.de,"Ronneburger Straße 106, 08412 Werdau",50.74133,12.36711
Rudolf Virchow Klinikum Glauchau,"Virchowstraße 18, 08371 Glauchau",320.0,http://www.klinikum-glauchau.de/,"Virchowstraße 18, 08371 Glauchau",50.8099282,12.5513658
Paracelsus Klinik - Reichenbach,"Plauensche Straße 37, 08468 Reichenbach",180.0,https://www.paracelsus-kliniken.de/reichenbach.html,"Plauensche Straße 37, 08468 Reichenbach",50.6133875,12.3108152
Zeisigwaldkliniken Bethanien Chemnitz,"Zeisigwaldstraße 101, 09130 Chemnitz",300.0,http://www.bethanien-chemnitz.de/,"Zeisigwaldstraße 101, 09130 Chemnitz",50.8396567,12.9630272
Haus Olbernhau,"Krankenhausstraße 1, 09526 Olbernhau",90.0,http://www.kkh-mek.de,"Krankenhausstraße 1, 09526 Olbernhau",50.6543037,13.347885
DIAKOMED-Diakoniekrankenhaus Chemnitzer Land gGmbH,"Limbacher Straße 19b, 09232 Hartmannsdorf",210.0,http://www.diakomed.de,"Limbacher Straße 19b, 09232 Hartmannsdorf",50.88257,12.79183
"Heinrich-Braun-Klinikum gemeinnützige GmbH, Standort Zwickau","Karl-Keil-Straße 35, 08060 Zwickau",825.0,http://www.heinrich-braun-klinikum.de,"Karl-Keil-Straße 35, 08060 Zwickau",50.7232725,12.434517
"Heinrich-Braun-Klinikum gemeinnützige GmbH, Standort Kirchberg","Schneeberger Straße 36, 08107 Kirchberg",105.0,http://www.heinrich-braun-klinikum.de/,"Schneeberger Straße 36, 08107 Kirchberg",50.62682,12.56212
Klinikum Obergöltzsch Rodewisch,"Stiftstraße 10, 08228 Rodewisch",290.0,http://www.klinikum-obergoeltzsch.de,"Stiftstraße 10, 08228 Rodewisch",50.5229114,12.4115842
Kreiskrankenhaus Stollberg gGmbH,"Jahnsdorfer Straße 7, 09366 Stollberg",215.0,http://www.kkh-stollberg.de,"Jahnsdorfer Straße 7, 09366 Stollberg",50.7191582,12.78976
Deutsches Rotes Kreuz Krankenhaus Lichtenstein Gemeinnützige GmbH,"Hartensteiner Straße 42, 09350 Lichtenstein",155.0,http://li.drk-khs.de/,"Hartensteiner Straße 42, 09350 Lichtenstein",50.74821,12.63561
Sächsisches Krankenhaus Rodewisch,"Bahnhofstraße 1, 08228 Rodewisch",307.0,http://www.skh-rodewisch.de,"Bahnhofstraße 1, 08228 Rodewisch",50.53206,12.400273
COLLM KLINIK OSCHATZ GmbH,"Parkstraße 1, 04758 Oschatz",190.0,http://www.collm-klinik-oschatz.de,"Parkstraße 1, 04758 Oschatz",51.29284,13.11365
HELIOS Klinik Leisnig,"Colditzer Straße 48, 04703 Leisnig",175.0,https://www.helios-gesundheit.de/kliniken/leisnig/,"Colditzer Straße 48, 04703 Leisnig",51.1553902,12.9203636
Klinikum St. Georg gGmbH,"Delitzscher Straße 141, 04129 Leipzig",1.066,https://www.sanktgeorg.de/home.html,"Delitzscher Straße 141, 04129 Leipzig",51.3859086,12.3785209
"Muldentalkliniken GmbH, Gemeinnützige Gesellschaft Standort Grimma","Kleiststraße 5, 04668 Grimma",177.0,http://www.kh-muldental.de/,"Kleiststraße 5, 04668 Grimma",51.23807,12.7183701
"Muldentalkliniken GmbH, Gemeinnützige Gesellschaft Standort Wurzen","Kutusowstraße 70, 04808 Wurzen",178.0,http://www.kh-muldental.de/,"Kutusowstraße 70, 04808 Wurzen",51.3785,12.73213
Fachkrankenhaus Hubertusburg gGmbH,"Hubertusburg Gebäude 63, 04779 Wermsdorf",192.0,http://www.fkh-hubertusburg.de,"Hubertusburg Gebäude 63, 04779 Wermsdorf",51.2749351,12.9427298
MediClin Waldkrankenhaus Bad Düben,"Gustav-Adolf-Straße 15 a, 04849 Bad Düben",125.0,http://www.waldkrankenhaus-bad-dueben.de,"Gustav-Adolf-Straße 15 a, 04849 Bad Düben",51.5986189,12.5823048
Kreiskrankenhaus Weißwasser gGmbH,"Karl-Liebknecht-Str. 1, 02943 Weißwasser",180.0,http://www.kreiskrankenhaus-weisswasser.de/,"Karl-Liebknecht-Str. 1, 02943 Weißwasser",51.5022636,14.6309568
Lausitzer Seenland Klinikum GmbH,"Maria-Grollmuß-Straße 10, 02977 Hoyerswerda",440.0,http://www.seenlandklinikum.de,"Maria-Grollmuß-Straße 10, 02977 Hoyerswerda",51.4420744,14.2725253
"ELBLANDKLINIKEN Stiftung &amp;amp; Co. KG, ELBLANDKLINIKUM Riesa","Weinbergstraße 8, 01589 Riesa",330.0,http://www.elblandkliniken.de,"Weinbergstraße 8, 01589 Riesa",51.2961173,13.3095147
Oberlausitz-Kliniken gGmbH / Krankenhaus Bischofswerda,"Kamenzer Straße 55, 01877 Bischofswerda",150.0,http://www.oberlausitz-kliniken.de/,"Kamenzer Straße 55, 01877 Bischofswerda",51.1362669,14.1783614
Klinikum Oberlausitzer Bergland gemeinnützige GmbH,"Görlitzer Straße 8, 02763 Zittau",511.0,http://www.k-ob.de,"Görlitzer Straße 8, 02763 Zittau",50.8993252,14.8197351
Klinikum Oberlausitzer Bergland gemeinnützige GmbH,"Röntgenstraße 23, 02730 Ebersbach-Neugersdorf",511.0,http://www.k-ob.de,"Röntgenstraße 23, 02730 Ebersbach-Neugersdorf",51.00494,14.5697201
Malteser Krankenhaus St. Carolus,"Carolusstraße 212, 02827 Görlitz",120.0,http://malteser-krankenhaus-stcarolus.de,"Carolusstraße 212, 02827 Görlitz",51.1449548,14.9384939
EKA Erzgebirgsklinikum Annaberg gGmbH,"Chemnitzer Straße 15, 09456 Annaberg-Buchholz",375.0,http://www.erzgebirgsklinikum.de/,"Chemnitzer Straße 15, 09456 Annaberg-Buchholz",50.5927284,13.0055965
Haus Zschopau,"Alte Marienberger Str. 52, 09405 Zschopau",320.0,http://www.kkh-mek.de,"Alte Marienberger Str. 52, 09405 Zschopau",50.73526,13.07936
Paracelsus Klinik Zwickau,"Werdauer Straße 68, 08060 Zwickau",180.0,http://www.paracelsus-kliniken.de,"Werdauer Straße 68, 08060 Zwickau",50.7220871,12.4713549
Helios Park-Klinikum Leipzig,"Strümpellstraße 41, 04289 Leipzig",796.0,https://www.helios-gesundheit.de/kliniken/leipzig-park-klinikum/,"Strümpellstraße 41, 04289 Leipzig",51.3080625,12.4357276
"ELBLANDKLINIKEN Stiftung &amp;amp; Co. KG, ELBLANDKLINIKUM Radebeul","Heinrich-Zille-Straße 13, 01445 Radebeul",345.0,http://www.elblandkliniken.de,"Heinrich-Zille-Straße 13, 01445 Radebeul",51.1089775,13.6507389
Sächsisches Krankenhaus Arnsdorf,"Hufelandstraße 15, 01477 Arnsdorf",360.0,http://www.skh-arnsdorf.sachsen.de,"Hufelandstraße 15, 01477 Arnsdorf",51.0952575,13.997098
Helios Klinikum Pirna,"Struppener Straße 13, 01796 Pirna",390.0,http://www.helios-gesundheit.de/pirna,"Struppener Straße 13, 01796 Pirna",50.9588248,13.9533139
SKH,"Dr.-Max-Krell-Park 41, 02708 Großschweidnitz",422.0,https://www.skh-grossschweidnitz.sachsen.de,"Dr.-Max-Krell-Park 41, 02708 Großschweidnitz",51.0754922,14.6440809
Städtisches Klinikum Dresden - Standort Friedrichstadt,"Friedrichstraße 41, 01067 Dresden",943.0,http://www.klinikum-dresden.de,"Friedrichstraße 41, 01067 Dresden",51.0584393,13.717839
Städtisches Klinikum Dresden - Standort Neustadt,"Industriestrasse 40, 01129 Dresden",358.0,http://www.klinikum-dresden.de,"Industriestrasse 40, 01129 Dresden",51.089977,13.7089612
Städtisches Klinikum Dresden - Standort Weißer Hirsch,"Heinrich-Cotta-Straße 12, 01342 Dresden",172.0,https://www.klinikum-dresden.de/,"Heinrich-Cotta-Straße 12, 01342 Dresden",51.0653175,13.8353076
Orthopädisches Zentrum Martin-Ulbrich-Haus Rothenburg gGmbH,"Horkaer Straße 15-21, 02929 Rothenburg",90.0,http://www.klinik-rothenburg.de,"Horkaer Straße 15-21, 02929 Rothenburg",51.3288032,14.9641468
Kreiskrankenhaus Freiberg,"Donatsring 20, 09599 Freiberg",335.0,https://www.kkh-freiberg.com/,"Donatsring 20, 09599 Freiberg",50.9208304,13.351826
Kreiskrankenhaus Freiberg - Standort Mittweida,"Hainichener Straße 4-6, 09648 Mittweida",15.0,http://www.lmkgmbh.de/LMK/fachbereiche/kinder-und-jugendmedizin,"Hainichener Straße 4-6, 09648 Mittweida",50.9814602,12.9851112
Sächsisches Krankenhaus Altscherbitz,"Leipziger Straße 59, 04435 Schkeuditz",326.0,https://www.skh-altscherbitz.sachsen.de/startseite/,"Leipziger Straße 59, 04435 Schkeuditz",51.39363,12.2336
"Helios Weißeritztal Kliniken, Klinikum Freital","Bürgerstraße 7, 01705 Freital",280.0,http://www.helios-gesundheit.de/weisseritztal,"Bürgerstraße 7, 01705 Freital",50.9917815,13.6454593
"Helios Weißeritztal-Kliniken, Klinik Dippoldiswalde","Rabenauer Str. 9, 01744 Dippoldiswalde",60.0,https://www.helios-gesundheit.de/kliniken/weisseritztal/,"Rabenauer Str. 9, 01744 Dippoldiswalde",50.901127,13.668176
"Universitätsklinikum Carl Gustav Carus Dresden an der Technischen Universität Dresden, Anstalt des öffentlichen Rechts des Freistaates Sachsen","Fetscherstraße 74, 01307 Dresden",1.41,http://www.uniklinikum-dresden.de/,"Fetscherstraße 74, 01307 Dresden",51.0544932,13.7765193
Oberlausitz-Kliniken gGmbH / Krankenhaus Bautzen,"Am Stadtwall 3, 02625 Bautzen",415.0,http://www.oberlausitz-kliniken.de/,"Am Stadtwall 3, 02625 Bautzen",51.1843601,14.4306277
Universitätsklinikum Leipzig Anstalt öffentlichen Rechts,"Liebigstraße 18, 04103 Leipzig",1.345,http://www.uniklinik-leipzig.de,"Liebigstraße 18, 04103 Leipzig",51.3311741,12.3846541
Sana Kliniken Leipziger Land GmbH - Klinikum Borna,"Rudolf-Virchow-Straße 2, 04552 Borna",422.0,https://www.kliniken-leipziger-land.de/home.html,"Rudolf-Virchow-Straße 2, 04552 Borna",51.13425,12.50554
Sana Kliniken Leipziger Land GmbH - Klinik Zwenkau,"Pestalozzistraße 9, 04442 Zwenkau",58.0,https://www.kliniken-leipziger-land.de/home.html,"Pestalozzistraße 9, 04442 Zwenkau",51.2200384,12.329958
St.-Marien-Krankenhaus Dresden,"Selliner Straße 29, 01109 Dresden",210.0,http://www.mkh-dresden.de,"Selliner Straße 29, 01109 Dresden",51.1210322,13.7833731
Fachkrankenhaus für Psychiatrie und Psychotherapie Bethanien Hochweitzschen,"Haus A7, 04720 Großweitzschen OT Hochweitzschen",121.0,https://www.bethanien-hochweitzschen.de/,"Haus A7, 04720 Großweitzschen OT Hochweitzschen",51.1430696,13.0325742
Tagesklinik Döbeln Fachkrankenhaus für Psychiatrie und Psychotherapie Bethanien Hochweitzschen,"Postfach 2353, 04713 Döbeln",22.0,https://www.bethanien-hochweitzschen.de/kliniken-bereiche/tageskliniken/doebeln,"Postfach 2353, 04713 Döbeln",51.1229322,13.1167196
Tagesklinik Freiberg Fachkrankenhaus für Psychiatrie und Psychotherapie Bethanien Hochweitzschen,"Scheunenstraße 13, 09599 Freiberg",25.0,https://www.bethanien-hochweitzschen.de/kliniken-bereiche/tageskliniken/freiberg,"Scheunenstraße 13, 09599 Freiberg",50.9215683,13.3533764
St. Elisabeth-Krankenhaus Leipzig,"Biedermannstraße 84, 04277 Leipzig",374.0,http://www.ek-leipzig.de,"Biedermannstraße 84, 04277 Leipzig",51.30305,12.3801
Städtisches Klinikum Görlitz gGmbH,"Girbigsdorfer Straße 1-3, 02828 Görlitz",550.0,http://www.klinikum-goerlitz.de/,"Girbigsdorfer Straße 1-3, 02828 Görlitz",51.1611269,14.9711579
Ev. Diakonissenkrankenhaus Leipzig gGmbH,"Gerorg-Schwarz Straße 49, 04177 Leipzig",250.0,http://www.diako-leipzig.de/,"Gerorg-Schwarz Straße 49, 04177 Leipzig",51.3422387,12.3217603
Paracelsus-Klinik Adorf/Schöneck -Standort Schöneck-,"Albertplatz 1, 08261 Schöneck",275.0,http://www.paracelsus-kliniken.de/schoeneck,"Albertplatz 1, 08261 Schöneck",50.397127,12.3371511
Paracelsus-Klinik Adorf/Schöneck -Standort Adorf -,"Sorger Straße 51, 08626 Adorf",275.0,http://www.paracelsus-kliniken.de/adorf,"Sorger Straße 51, 08626 Adorf",50.33018,12.2922899
"VAMED Klinik Schloss Pulsnitz GmbH: Krankenhausbereich, enthalten sind nur die Daten der Patientinnen/Patienten der Besonderen Einrichtung, ohne Patientinnen/Patienten aus dem Reha-Bereich","Wittgensteiner Straße  1, 01896 Pulsnitz",100.0,https://www.vamed-gesundheit.de/reha/schloss-pulsnitz/,"Wittgensteiner Straße  1, 01896 Pulsnitz",51.1803644,14.0145071
Krankenhaus Bethanien Plauen,"Dobenaustraße 130, 08523 Plauen",50.0,https://www.bethanien-plauen.de/,"Dobenaustraße 130, 08523 Plauen",50.50175,12.1228801
Asklepios Fachklinikum Wiesen,"Kirchberger Straße 2, 08134 Wildenfels",166.0,http://www.asklepios.com/wiesen,"Kirchberger Straße 2, 08134 Wildenfels",50.64857,12.5586599
Helios Klinikum Aue,"Gartenstraße  6, 08280 Aue",580.0,http://www.helios-kliniken.de/klinik/aue,"Gartenstraße  6, 08280 Aue",50.5928167,12.7159911
Herzzentrum Leipzig GmbH,"Strümpellstraße 39, 04289 Leipzig",450.0,https://www.helios-gesundheit.de/kliniken/leipzig-herzzentrum/,"Strümpellstraße 39, 04289 Leipzig",51.3072819,12.4367389
Klinikum Chemnitz gGmbH,"Flemmingstraße 2, 09116 Chemnitz",1.785,http://www.klinikumchemnitz.de,"Flemmingstraße 2, 09116 Chemnitz",50.844847,12.8869233
Kliniken Erlabrunn gGmbH,"Am Märzenberg 1 A, 08359 Breitenbrunn",340.0,http://www.erlabrunn.de,"Am Märzenberg 1 A, 08359 Breitenbrunn",50.47448,12.70911
KH Mittweida,"Hainichener Straße 4-6, 09648 Mittweida",210.0,http://www.lmkgmbh.de,"Hainichener Straße 4-6, 09648 Mittweida",50.9814602,12.9851112
Deutsches Rotes Kreuz Krankenhaus Chemnitz-Rabenstein,"Unritzstraße 23, 09117 Chemnitz",237.0,http://rab.drk-khs.de/,"Unritzstraße 23, 09117 Chemnitz",50.82186,12.82571
Helios Vogtland-Klinikum Plauen,"Röntgenstraße 2, 08529 Plauen",653.0,https://www.helios-gesundheit.de/plauen,"Röntgenstraße 2, 08529 Plauen",50.4915229,12.1536973
Klinik am Tharandter Wald,"Herzogswalder Straße 1, 09633 Halsbrücke OT Hetzdorf",40.0,http://www.reha-hetzdorf.de,"Herzogswalder Straße 1, 09633 Halsbrücke OT Hetzdorf",50.97095,13.4607301
Asklepios Orthopädische Klinik Hohwald,"Hohwaldstraße 40, 01844 Neustadt",105.0,http://www.hohwaldklinik.de,"Hohwaldstraße 40, 01844 Neustadt",51.04584,14.29003
Fachkrankenhaus Coswig,"Neucoswiger Str. 21, 01640 Coswig",171.0,http://www.fachkrankenhaus-coswig.de,"Neucoswiger Str. 21, 01640 Coswig",51.1291325,13.5928896
Sächsische Schweiz Klinik Sebnitz,"Dr. - Steudner - Straße 75b, 01855 Sebnitz",160.0,http://www.asklepios.com/sebnitz,"Dr. - Steudner - Straße 75b, 01855 Sebnitz",50.9829864,14.2667596
Asklepios-ASB Klinik Radeberg,"Pulsnitzer Straße 60, 01454 Radeberg",145.0,http://www.asklepios.com/radeberg,"Pulsnitzer Straße 60, 01454 Radeberg",51.1236,13.9303
"ELBLANDKLINIKEN Stiftung &amp;amp; Co. KG, ELBLANDKLINIKUM Meißen","Nassauweg 7, 01662 Meißen",355.0,http://www.elblandkliniken.de,"Nassauweg 7, 01662 Meißen",51.1733193,13.5053297
"Kleinwachau Sächsisches Epilepsiezentrum Radeberg gGmbH, Fachkrankenhaus für Neurologie","Wachauer Str. 30, 01454 Radeberg",53.0,http://www.kleinwachau.de,"Wachauer Str. 30, 01454 Radeberg",51.1420006,13.8995504
Herzzentrum Dresden GmbH,"Fetscherstr. 76, 01307 Dresden",194.0,http://www.herzzentrum-dresden.com,"Fetscherstr. 76, 01307 Dresden",51.0580773,13.7781139
Kreiskrankenhaus Johann Kentmann gGmbH,"Christianistr. 1, 04860 Torgau",230.0,http://www.kkh-torgau.de/,"Christianistr. 1, 04860 Torgau",51.56153,12.98512
HELIOS Klinik Schkeuditz GmbH,"Leipziger Straße  45, 04435 Schkeuditz",150.0,http://www.helios-kliniken.de/klinik/schkeuditz.html,"Leipziger Straße  45, 04435 Schkeuditz",51.3942122,12.2339644
"Diakonie Kliniken Zschadraß - Fachkrankenhaus für Psychiatrie, Psychotherapie und Neurologie","Im Park 15a, 04680 Colditz",210.0,http://www.diakoniezschadrass.de,"Im Park 15a, 04680 Colditz",51.13574,12.8191099
Klinikum Döbeln,"Sörmitzer Straße 10, 04720 Döbeln",210.0,http://www.klinikum-doebeln.de,"Sörmitzer Straße 10, 04720 Döbeln",51.1181039,13.1313848
Neurologisches Rehabilitationszentrum,"Muldentalweg 1, 04828 Bennewitz",60.0,http://www.nrz-leipzig.de,"Muldentalweg 1, 04828 Bennewitz",51.34967,12.64621
Neurologisches Fachkrankenhaus Zscheckwitz,"Ortsteil Zscheckwitz 1-3, 01731 Kreischa",15.0,http://zscheckwitz.klinik-bavaria.de,"Ortsteil Zscheckwitz 1-3, 01731 Kreischa",50.9542271,13.7554993
Fachkrankenhaus Kreischa Neurologie,"An der Wolfsschlucht  1-2, 01731 Kreischa",150.0,http://www.klinik-bavaria.de,"An der Wolfsschlucht  1-2, 01731 Kreischa",50.94725,13.77071
Fachkrankenhaus für Geriatrie,"Hospitalstraße 34, 01471 Radeburg",30.0,http://www.fachkliniken-radeburg.de,"Hospitalstraße 34, 01471 Radeburg",51.2111803,13.723525
ELBLAND Rehabilitationsklinik Großenhain,"Am Bobersberg  4, 01558 Großenhain",30.0,http://www.elbland-reha.de,"Am Bobersberg  4, 01558 Großenhain",51.2872324,13.5394
Kreiskrankenhaus Delitzsch GmbH - Standort Delitzsch,"Dübener Straße 3-9, 04509 Delitzsch",135.0,http://www.Klinik-delitzsch.de/,"Dübener Straße 3-9, 04509 Delitzsch",51.52663,12.3375
Kreiskrankenhaus Delitzsch GmbH - Standort Eilenburg,"Wilhelm-Grune-Straße 5-8, 04834 Eilenburg",135.0,http://www.Klinik-delitzsch.de/,"Wilhelm-Grune-Straße 5-8, 04834 Eilenburg",51.46029,12.62174
Johanniter-Krankenhaus Stendal,"Wendstraße 31, 39576 Stendal",393.0,http://johanniter.de/einrichtungen/krankenhaus/genthin-stendal/,"Wendstraße 31, 39576 Stendal",52.6109128,11.8545627
Diakonie-Krankenhaus Elbingerode,"Brockenstraße 1, 38875 Elbingrode",100.0,http://www.diako-harz.de,"Brockenstraße 1, 38875 Elbingrode",51.7720954,10.7903837
KMG Klinikum Havelberg GmbH,"Domherrnstr. 10, 39539 Havelberg",80.0,http://www.kmg-kliniken.de,"Domherrnstr. 10, 39539 Havelberg",52.8275109,12.0789197
HELIOS Bördeklinik,"Kreiskrankenhaus 4, 39387 Oschersleben / OT Neindorf",184.0,http://www.helios-kliniken.de/klinik/neindorf.html,"Kreiskrankenhaus 4, 39387 Oschersleben / OT Neindorf",52.06684,11.19
Lungenklinik Lostau,"Lindenstraße 2, 39291 Lostau",167.0,http://www.lungenklinik-lostau.de,"Lindenstraße 2, 39291 Lostau",52.2149388,11.7292146
AWO Fachkrankenhaus Jerichow,"Johannes-Lange-Straße 20, 39319 Jerichow",185.0,http://www.awo-sachsenanhalt.de,"Johannes-Lange-Straße 20, 39319 Jerichow",52.5009227,12.0354117
AWO Krankenhaus Calbe,"Hospitalstr. 5, 39240 Calbe/Saale",108.0,http://www.awo-sachsenanhalt.de,"Hospitalstr. 5, 39240 Calbe/Saale",51.9040398,11.7678488
HELIOS Klinik Zerbst/Anhalt,"Friedrich-Naumann-Straße 53, 39261 Zerbst",160.0,https://www.helios-gesundheit.de/kliniken/zerbst/,"Friedrich-Naumann-Straße 53, 39261 Zerbst",51.9606073,12.0936379
Gesundheitszentrum Bitterfeld/Wolfen gGmbH,"Friedrich-Ludwig-Jahn-Str- 2, 06749 Bitterfeld-Wolfen",407.0,http://www.gzbiwo.de,"Friedrich-Ludwig-Jahn-Str- 2, 06749 Bitterfeld-Wolfen",51.6325266,12.3327418
Gesundheitszentrum Bitterfeld/Wolfen gGmbH,"Robert-Koch-Str. 4, 06776 Bitterfeld-Wolfen OT Wolfen",2.0,http://www.gzbiwo.de,"Robert-Koch-Str. 4, 06776 Bitterfeld-Wolfen OT Wolfen",51.66178,12.27174
Klinik des Westens,"Bertha-von-Suttner-Straße 5/7, 39108 Magdeburg",10.0,http://www.kdw-md.de,"Bertha-von-Suttner-Straße 5/7, 39108 Magdeburg",52.1371073,11.624689
Universitätsklinikum Magdeburg A. ö. R.,"Leipziger Straße 44, 39120 Magdeburg",1.09,http://www.med.uni-magdeburg.de/,"Leipziger Straße 44, 39120 Magdeburg",52.1026163,11.6158495
Altmark Klinikum Gardelegen,"Ernst-von-Bergmann-Straße 22, 39638 Gardelegen",218.0,https://www.altmark-klinikum.de/seiteninfos/startseite/,"Ernst-von-Bergmann-Straße 22, 39638 Gardelegen",52.5231149,11.3822278
Altmark Klinikum Salzwedel,"Brunnenstraße 1, 29410 Salzwedel",212.0,https://www.altmark-klinikum.de/seiteninfos/startseite/,"Brunnenstraße 1, 29410 Salzwedel",52.85591,11.14556
Diakoniekrankenhaus Halle gGmbH,"Mühlweg 7, 06114 Halle",199.0,https://www.diakoniekrankenhaus-halle.de/,"Mühlweg 7, 06114 Halle",51.4937656,11.9601212
AMEOS Klinikum Aschersleben-Staßfurt GmbH,"Eislebener Straße 7a, 06449 Aschersleben",250.0,http://www.ameos.eu,"Eislebener Straße 7a, 06449 Aschersleben",51.7466023,11.4579309
AMEOS Klinikum Staßfurt,"Bodestr. 11, 39418 Staßfurt",90.0,http://www.ameos.eu,"Bodestr. 11, 39418 Staßfurt",51.8523525,11.5917827
Klinik Bosse Wittenberg,"Hans-Lufft-Straße 5, 06886 Lutherstadt Wittenberg",160.0,http://www.alexianer-sachsen-anhalt.de/,"Hans-Lufft-Straße 5, 06886 Lutherstadt Wittenberg",51.86996,12.6309
Klinikum Burgenlandkreis GmbH / Saale-Unstrut-Klinikum Naumburg,"Humboldtstraße 31, 06618 Naumburg",458.0,http://www.klinikum-burgenlandkreis.de,"Humboldtstraße 31, 06618 Naumburg",51.16142,11.81504
Klinikum Burgenlandkreis GmbH / Georgius-Agricola-Klinikum Zeitz,"Lindenallee 1, 06712 Zeitz",293.0,http://www.klinikum-burgenlandkreis.de,"Lindenallee 1, 06712 Zeitz",51.031657,12.159941
Klinikum in den Pfeifferschen Stiftungen,"Pfeifferstraße 10, 39114 Magdeburg",270.0,https://www.klinikum-pfeiffer.de/,"Pfeifferstraße 10, 39114 Magdeburg",52.11621,11.66466
AMEOS Klinikum Bernburg,"Kustrenaer Straße 98, 06406 Bernburg",245.0,http://www.ameos.eu/bernburg,"Kustrenaer Straße 98, 06406 Bernburg",51.782532,11.7342978
Carl-von-Basedow-Klinikum Saalekreis gGmbH,"Weiße Mauer  52, 06217 Merseburg",725.0,http://klinikum-saalekreis.de,"Weiße Mauer  52, 06217 Merseburg",51.3651999,11.993859
Carl-von-Basedow-Klinikum Saalekreis gGmbH,"Vor dem Nebraer Tor 11, 06268 Querfurt",725.0,http://klinikum-saalekreis.de,"Vor dem Nebraer Tor 11, 06268 Querfurt",51.37298,11.60721
Carl-von-Basedow-Klinikum Saalekreis gGmbH,"Humboldtstraße 31, 06618 Naumburg",724.0,http://klinikum-saalekreis.de,"Humboldtstraße 31, 06618 Naumburg",51.16142,11.81504
Lungenklinik Ballenstedt/Harz GmbH,"Robert-Koch-Str. 26/27, 06493 Ballenstedt",99.0,http://www.lungenklinik-ballenstedt.de,"Robert-Koch-Str. 26/27, 06493 Ballenstedt",51.713295,11.2311639
AMEOS Klinikum Schönebeck,"Köthener Str. 13, 39218 Schönebeck",245.0,http://www.ameos.eu/klinikum-schoenebeck.html,"Köthener Str. 13, 39218 Schönebeck",52.0127074,11.7391689
BG Klinikum Bergmannstrost Halle,"Merseburger Straße 165, 06112 Halle (Saale)",580.0,http://www.bergmannstrost.de/,"Merseburger Straße 165, 06112 Halle (Saale)",51.4603041,11.9849977
Helios Klinik Köthen GmbH,"Hallesche Straße 29, 06366 Köthen (Anhalt)",248.0,http://www.helios-gesundheit.de/koethen,"Hallesche Straße 29, 06366 Köthen (Anhalt)",51.7468,11.97113
KLINIKUM MAGDEBURG gemeinnützige GmbH,"Birkenallee 34, 39130 Magdeburg",791.0,http://www.klinikum-magdeburg.de,"Birkenallee 34, 39130 Magdeburg",52.1579827,11.583105
